timestep,reward,distance,control_cost
159000,3961.0707,204.6153,546.0784
160000,3873.2469,201.1128,544.8587
161000,4437.3927,228.0256,544.4111
162000,4261.6964,220.1789,543.6139
163000,1669.4592,82.9084,551.8837
164000,4153.3999,213.5981,540.4759
165000,4018.7379,208.3873,544.7569
166000,4061.7386,210.6797,545.2647
167000,4335.2865,224.0096,543.4919
168000,3991.2308,206.8905,545.1261
169000,3816.5558,198.9545,544.9772
170000,4511.3630,231.7467,542.1259
171000,924.5520,42.7498,551.9477
172000,1989.4883,99.1166,547.7439
173000,4255.6258,219.2606,541.5726
174000,4331.0093,222.8499,541.2440
175000,4277.1182,218.6209,544.0910
176000,4519.7011,232.7012,542.2953
177000,4403.5716,226.4681,544.4872
178000,4708.8090,242.4273,544.7205
179000,4556.9083,234.1305,543.1339
180000,4697.0404,240.7316,540.5787
181000,4499.7831,231.3920,543.6866
182000,4777.6395,244.6392,540.5601
183000,4785.3884,245.4092,539.2513
184000,4672.2519,240.6141,545.6228
185000,4078.7282,209.0596,545.7860
186000,4606.8401,237.0014,542.3025
187000,4814.8810,247.3598,542.6548
188000,4727.7892,242.6369,541.7407
189000,4861.1441,249.2283,543.0589
190000,4951.8890,253.5793,542.8383
191000,4963.8133,254.1059,543.6312
192000,4787.9252,246.3898,544.7887
193000,4520.4020,233.3397,545.4771
194000,4894.3051,251.6258,545.2587
195000,4808.1787,246.7908,542.7148
196000,4925.4850,252.6829,544.5675
197000,5031.2696,258.5230,544.3868
198000,4779.9601,246.0073,544.2165
199000,4634.3018,238.3348,543.6708
200000,5143.9974,263.1950,542.7203
201000,4949.7782,254.1814,544.8151
202000,5098.4983,261.6088,544.7023
203000,5007.1791,257.2482,546.2885
204000,5040.7527,259.5046,546.9752
205000,4971.5950,255.0732,545.8323
206000,5278.7276,270.4125,546.2914
207000,5000.0881,256.6649,546.6862
208000,5037.2299,258.7377,546.2798
209000,5122.6091,263.0847,546.0916
210000,1248.8650,59.0833,553.9887
211000,4938.8696,254.1442,545.8155
212000,5099.6958,261.9373,546.6312
213000,4979.7291,256.4263,545.5764
214000,4939.6215,253.8655,546.6524
215000,5084.5465,261.3240,548.5360
216000,5048.2679,259.2715,545.8928
217000,5263.9338,269.4699,545.9780
218000,4724.6064,243.8668,548.4842
219000,5084.2052,261.5289,547.6847
220000,5445.3944,278.3757,545.2623
221000,3937.7520,201.9681,547.7865
222000,5299.7721,272.0417,547.0054
223000,5286.1151,271.1955,548.5885
224000,5097.4484,261.3068,545.5819
225000,5046.2544,259.3010,547.8251
226000,5387.9678,275.8779,548.5423
227000,5451.1453,278.9390,548.9334
228000,4917.4114,252.7096,545.8447
229000,5187.2400,265.3165,545.9502
230000,5066.1946,260.0642,546.9999
231000,5315.1073,272.0401,547.9897
232000,5219.9259,266.9672,544.7586
233000,4931.8188,252.7748,544.9592
234000,5190.2247,266.0255,546.2662
235000,5421.8679,277.4023,546.3661
